 school   teacher    student       ses      test    score
   32       32665       784         0      qual       48
   32       32665       784         0      quan       33
   32       32665       785         0      qual       31
   32       32665       785         0      quan       16
   32       32666       786         1      qual       42
   32       32666       786         1      quan       42
   32       32666       787         0      qual       20
   32       32666       787         0      quan       32
   32       32666       788         1      qual       64
   32       32666       788         1      quan       17
   32       32666       789         1      qual       49
   32       32666       789         1      quan       47
   32       32666       790         1      qual       24
   32       32666       790         1      quan       32
   32       32666       791         1      qual       51
   32       32666       791         1      quan       40
   32       32666       792         0      qual       48
   32       32666       792         0      quan       20
   32       32666       793         1      qual       58
   32       32666       793         1      quan       37
   32       32666       794         0      qual       48
   32       32666       794         0      quan       30
   32       32666       795         1      qual       29
   32       32666       795         1      quan       32
   32       32666       796         1      qual       53
   32       32666       796         1      quan       28
   32       32666       797         0      qual       32
   32       32666       797         0      quan       32
   32       32666       798         1      qual       56
   32       32666       798         1      quan       27
   32       32666       799         0      qual       40
   32       32666       799         0      quan       27
   32       32666       800         0      qual       43
   32       32666       800         0      quan       24
   32       32666       802         1      qual       60
   32       32666       802         1      quan       19
   32       32666       803         0      qual       60
   32       32666       803         0      quan       52
   32       32666       804         1      qual       50
   32       32666       804         1      quan       49
   32       32666       805         0      qual       22
   32       32666       805         0      quan       54
   32       32667       807         0      qual       35
   32       32667       807         0      quan       30
   32       32667       808         1      qual       48
   32       32667       808         1      quan       34
   32       32667       809         0      qual       34
   32       32667       809         0      quan       25
   32       32667       810         1      qual       39
   32       32667       810         1      quan       45
   32       32667       811         0      qual       19
   32       32667       811         0      quan       13
   32       32667       813         0      qual       38
   32       32667       813         0      quan       34
   32       32667       814         1      qual       30
   32       32667       814         1      quan       38
   32       32667       815         1      qual       48
   32       32667       815         1      quan       41
   32       32667       816         1      qual       42
   32       32667       816         1      quan       36
   32       32667       817         0      qual       28
   32       32667       817         0      quan        6
   32       32667       818         1      qual       22
   32       32667       818         1      quan       38
   32       32667       819         1      qual       33
   32       32667       819         1      quan       27
   32       32667       820         0      qual       34
   32       32667       820         0      quan       43
   32       32667       821         0      qual       36
   32       32667       821         0      quan       31
   32       32667       822         1      qual       41
   32       32667       822         1      quan       22
   32       32667       823         1      qual       49
   32       32667       823         1      quan       23
   32       32667       824         0      qual       38
   32       32667       824         0      quan       19
   32       32667       825         0      qual       36
   32       32667       825         0      quan       36
   32       32667       826         0      qual       19
   32       32667       826         0      quan       40
   33       33665       828         0      qual       31
   33       33665       828         0      quan       27
   33       33665       830         1      qual       39
   33       33665       830         1      quan       37
   33       33665       831         0      qual       35
   33       33665       831         0      quan       39
   33       33665       832         1      qual       30
   33       33665       832         1      quan       26
   33       33665       833         1      qual       53
   33       33665       833         1      quan       71
   33       33665       834         1      qual       42
   33       33665       834         1      quan       44
   33       33665       835         0      qual       40
   33       33665       835         0      quan       43
   33       33665       836         1      qual       25
   33       33665       836         1      quan       31
   33       33665       837         0      qual       52
   33       33665       837         0      quan       43
   33       33665       838         1      qual       32
   33       33665       838         1      quan       51
   33       33665       839         1      qual       44
   33       33665       839         1      quan       30
   33       33665       841         1      qual       44
   33       33665       841         1      quan       36
   33       33665       842         1      qual       38
   33       33665       842         1      quan       44
   33       33665       843         1      qual       52
   33       33665       843         1      quan       29
   33       33665       844         1      qual       39
   33       33665       844         1      quan       48
   33       33665       845         0      qual       25
   33       33665       845         0      quan       35
   33       33665       846         1      qual       43
   33       33665       846         1      quan       49
   33       33665       847         0      qual       25
   33       33665       847         0      quan       21
   33       33665       848         0      qual       46
   33       33665       848         0      quan       24
   33       33665       849         0      qual       38
   33       33665       849         0      quan       21
   33       33666       850         1      qual       50
   33       33666       850         1      quan       35
   33       33666       851         1      qual       66
   33       33666       851         1      quan       54
   33       33666       852         0      qual       23
   33       33666       852         0      quan       25
   33       33666       853         1      qual       50
   33       33666       853         1      quan       35
   33       33666       854         0      qual       35
   33       33666       854         0      quan       20
   33       33666       856         1      qual       52
   33       33666       856         1      quan       45
   33       33666       857         1      qual       46
   33       33666       857         1      quan       39
   33       33666       858         0      qual       38
   33       33666       858         0      quan       21
   33       33666       859         0      qual       12
   33       33666       859         0      quan       33
   33       33666       860         0      qual       47
   33       33666       860         0      quan       27
   33       33666       861         1      qual       38
   33       33666       861         1      quan       45
   33       33666       862         1      qual       58
   33       33666       862         1      quan       22
   33       33666       863         0      qual       32
   33       33666       863         0      quan       13
   33       33666       865         1      qual       22
   33       33666       865         1      quan       21
   33       33666       866         1      qual       48
   33       33666       866         1      quan       36
   33       33666       867         1      qual       25
   33       33666       867         1      quan       56
   33       33666       868         1      qual       40
   33       33666       868         1      quan       39
   33       33666       869         0      qual       29
   33       33666       869         0      quan       30
   33       33666       870         1      qual       42
   33       33666       870         1      quan       33
   33       33666       871         1      qual       46
   33       33666       871         1      quan       53
   33       33666       872         1      qual       53
   33       33666       872         1      quan       35
   33       33666       873         1      qual       48
   33       33666       873         1      quan       36
   33       33666       874         1      qual       28
   33       33666       874         1      quan       21
   33       33666       875         1      qual       39
   33       33666       875         1      quan       21
   33       33666       876         0      qual       43
   33       33666       876         0      quan       25
   33       33666       877         0      qual       28
   33       33666       877         0      quan       23
   33       33666       878         1      qual       41
   33       33666       878         1      quan       34
   33       33666       879         1      qual       37
   33       33666       879         1      quan       17
   33       33666       880         0      qual       46
   33       33666       880         0      quan       32
   33       33666       881         1      qual       44
   33       33666       881         1      quan       34
   33       33666       883         0      qual       24
   33       33666       883         0      quan       17
   33       33666       884         1      qual       32
   33       33666       884         1      quan       30
   33       33666       885         1      qual       41
   33       33666       885         1      quan       65
   33       33666       886         1      qual       18
   33       33666       886         1      quan       12
   33       33666       887         0      qual       22
   33       33666       887         0      quan        6
   33       33666       888         1      qual       36
   33       33666       888         1      quan       30
   33       33666       889         1      qual       26
   33       33666       889         1      quan       30
   33       33666       890         1      qual       60
   33       33666       890         1      quan       37
   34       34664       891         0      qual       42
   34       34664       891         0      quan       40
   34       34664       892         0      qual       45
   34       34664       892         0      quan       24
   34       34664       893         0      qual       32
   34       34664       893         0      quan       34
   34       34664       894         0      qual       42
   34       34664       894         0      quan       36
   34       34664       895         0      qual       33
   34       34664       895         0      quan       28
   34       34664       896         0      qual       24
   34       34664       896         0      quan       30
   34       34664       897         0      qual       38
   34       34664       897         0      quan       29
   34       34664       898         0      qual       44
   34       34664       898         0      quan       32
   34       34664       899         0      qual       54
   34       34664       899         0      quan       26
   34       34664       900         0      qual       24
   34       34664       900         0      quan       29
   34       34664       901         0      qual       41
   34       34664       901         0      quan       37
   34       34664       902         0      qual       28
   34       34664       902         0      quan       33
   34       34664       903         0      qual       27
   34       34664       903         0      quan       39
   34       34664       904         0      qual       39
   34       34664       904         0      quan       42
   34       34664       905         0      qual       29
   34       34664       905         0      quan       23
   34       34664       906         0      qual       40
   34       34664       906         0      quan       31
   34       34664       907         0      qual       49
   34       34664       907         0      quan       46
   34       34665       908         0      qual       57
   34       34665       908         0      quan       51
   34       34665       909         0      qual       45
   34       34665       909         0      quan       57
   34       34665       910         0      qual       34
   34       34665       910         0      quan       28
   34       34665       912         0      qual       37
   34       34665       912         0      quan       51
   34       34665       914         0      qual       54
   34       34665       914         0      quan       47
   34       34665       915         0      qual       18
   34       34665       915         0      quan       33
   34       34665       916         0      qual       43
   34       34665       916         0      quan       41
   34       34665       917         0      qual       48
   34       34665       917         0      quan       49
   34       34665       918         0      qual       35
   34       34665       918         0      quan       42
   34       34665       919         0      qual       33
   34       34665       919         0      quan       39
   34       34665       920         0      qual       29
   34       34665       920         0      quan       46
   34       34665       921         0      qual       32
   34       34665       921         0      quan       53
   34       34665       922         0      qual       51
   34       34665       922         0      quan       54
   34       34665       923         0      qual       46
   34       34665       923         0      quan       50
   34       34665       924         0      qual       29
   34       34665       924         0      quan       42
   34       34665       925         0      qual       44
   34       34665       925         0      quan       30
   34       34665       926         0      qual       38
   34       34665       926         0      quan       51
   34       34665       927         0      qual       49
   34       34665       927         0      quan       53
   34       34665       928         0      qual       44
   34       34665       928         0      quan       38
   34       34665       929         0      qual       45
   34       34665       929         0      quan       48
   34       34665       930         0      qual       38
   34       34665       930         0      quan       38
   34       34666       931         0      qual       50
   34       34666       931         0      quan       42
   34       34666       933         0      qual       24
   34       34666       933         0      quan       35
   34       34666       935         0      qual       30
   34       34666       935         0      quan       39
   34       34666       937         0      qual       38
   34       34666       937         0      quan       26
   34       34666       938         1      qual       46
   34       34666       938         1      quan       43
   34       34666       939         0      qual       41
   34       34666       939         0      quan       42
   34       34666       940         0      qual       29
   34       34666       940         0      quan       20
   34       34666       941         0      qual       26
   34       34666       941         0      quan       25
   34       34666       942         0      qual       32
   34       34666       942         0      quan       36
   34       34666       943         0      qual       40
   34       34666       943         0      quan       41
   34       34666       944         0      qual       40
   34       34666       944         0      quan       24
   34       34666       945         0      qual       30
   34       34666       945         0      quan       12
   34       34666       946         0      qual       34
   34       34666       946         0      quan       21
   45       45664       948         0      qual       54
   45       45664       948         0      quan       53
   45       45664       949         1      qual       51
   45       45664       949         1      quan       46
   45       45664       950         0      qual       50
   45       45664       950         0      quan       18
   45       45664       951         0      qual       36
   45       45664       951         0      quan       38
   45       45664       953         1      qual       32
   45       45664       953         1      quan       23
   45       45664       954         1      qual       70
   45       45664       954         1      quan       37
   45       45664       955         0      qual       35
   45       45664       955         0      quan       15
   45       45664       956         0      qual       34
   45       45664       956         0      quan       40
   45       45664       957         0      qual       42
   45       45664       957         0      quan       55
   45       45665       958         1      qual       73
   45       45665       958         1      quan       59
   45       45665       959         1      qual       52
   45       45665       959         1      quan       60
   45       45665       960         0      qual       39
   45       45665       960         0      quan       44
   45       45665       961         0      qual       30
   45       45665       961         0      quan       39
   45       45665       962         0      qual       24
   45       45665       962         0      quan       43
   45       45665       963         0      qual       68
   45       45665       963         0      quan       38
   45       45665       964         1      qual       17
   45       45665       964         1      quan       41
   45       45665       965         1      qual       36
   45       45665       965         1      quan       32
   45       45665       966         0      qual       37
   45       45665       966         0      quan       48
   45       45665       967         0      qual       46
   45       45665       967         0      quan       28
   45       45665       968         1      qual       42
   45       45665       968         1      quan       39
   45       45666       970         1      qual       62
   45       45666       970         1      quan       35
   45       45666       971         0      qual       28
   45       45666       971         0      quan       32
   45       45666       973         1      qual       34
   45       45666       973         1      quan       29
   45       45666       974         1      qual       32
   45       45666       974         1      quan       33
   45       45666       975         0      qual       27
   45       45666       975         0      quan       15
   45       45666       976         0      qual       46
   45       45666       976         0      quan       30
   45       45666       977         0      qual       39
   45       45666       977         0      quan       44
   45       45666       978         0      qual       44
   45       45666       978         0      quan       39
   45       45666       979         0      qual       38
   45       45666       979         0      quan       31
   45       45667       980         0      qual       48
   45       45667       980         0      quan       44
   45       45667       981         0      qual       45
   45       45667       981         0      quan       44
   45       45667       982         0      qual       38
   45       45667       982         0      quan       50
   45       45667       983         0      qual       34
   45       45667       983         0      quan       30
   45       45667       984         0      qual       42
   45       45667       984         0      quan       27
   45       45667       985         0      qual       50
   45       45667       985         0      quan       26
   45       45667       986         1      qual       57
   45       45667       986         1      quan       56
   45       45667       987         0      qual       25
   45       45667       987         0      quan       35
   45       45667       988         1      qual       44
   45       45667       988         1      quan       44
   45       45667       989         0      qual       28
   45       45667       989         0      quan       36
   45       45667       991         0      qual       28
   45       45667       991         0      quan       39
   47       47764       992         0      qual       45
   47       47764       992         0      quan       45
   47       47764       993         0      qual       33
   47       47764       993         0      quan       41
   47       47764       994         1      qual       71
   47       47764       994         1      quan       54
   47       47764       995         1      qual       35
   47       47764       995         1      quan       31
   47       47764       996         1      qual       44
   47       47764       996         1      quan       34
   47       47764       997         1      qual       35
   47       47764       997         1      quan       34
   47       47764       998         1      qual       33
   47       47764       998         1      quan       20
   47       47764       999         0      qual       47
   47       47764        999        0      quan       41
   47       47764       1000        1      qual       31
   47       47764       1000        1      quan       42
   47       47764       1001        1      qual       46
   47       47764       1001        1      quan       31
   47       47764       1002        1      qual       56
   47       47764       1002        1      quan       51
   47       47764       1003        1      qual       32
   47       47764       1003        1      quan       49
   47       47764       1004        1      qual       48
   47       47764       1004        1      quan       40
   47       47764       1005        1      qual       17
   47       47764       1005        1      quan       39
   47       47764       1006        1      qual       62
   47       47764       1006        1      quan       32
   47       47764       1007        0      qual       32
   47       47764       1007        0      quan       55
   47       47764       1008        1      qual       52
   47       47764       1008        1      quan       46
   47       47765       1011        1      qual       47
   47       47765       1011        1      quan       34
   47       47765       1012        1      qual       52
   47       47765       1012        1      quan       37
   47       47765       1013        1      qual       42
   47       47765       1013        1      quan       57
   47       47765       1014        0      qual       23
   47       47765       1014        0      quan       46
   47       47765       1015        1      qual       36
   47       47765       1015        1      quan       30
   47       47765       1016        1      qual       31
   47       47765       1016        1      quan       41
   47       47765       1017        0      qual       29
   47       47765       1017        0      quan       19
   47       47765       1018        1      qual       33
   47       47765       1018        1      quan       47
   47       47765       1019        0      qual       60
   47       47765       1019        0      quan       38
   47       47765       1020        1      qual       50
   47       47765       1020        1      quan       48
   47       47765       1021        1      qual       54
   47       47765       1021        1      quan       48
   47       47765       1022        1      qual       22
   47       47765       1022        1      quan       38
   47       47765       1023        1      qual       26
   47       47765       1023        1      quan       23
   47       47765       1024        1      qual       35
   47       47765       1024        1      quan       46
   47       47765       1026        0      qual       43
   47       47765       1026        0      quan       36
   47       47765       1027        1      qual       41
   47       47765       1027        1      quan       68
   47       47765       1028        1      qual       22
   47       47765       1028        1      quan       46
   47       47765       1030        1      qual       24
   47       47765       1030        1      quan       25
   47       47765       1031        1      qual       34
   47       47765       1031        1      quan       49
   47       47765       1032        1      qual       41
   47       47765       1032        1      quan       23
   47       47765       1033        1      qual       10
   47       47765       1033        1      quan       38
   47       47765       1034        1      qual       50
   47       47765       1034        1      quan       41
   47       47765       1035        1      qual       43
   47       47765       1035        1      quan       19
   47       47765       1036        1      qual       54
   47       47765       1036        1      quan       51
   47       47765       1037        1      qual       41
   47       47765       1037        1      quan       47
   47       47765       1038        1      qual       58
   47       47765       1038        1      quan       31
   47       47765       1039        0      qual       49
   47       47765       1039        0      quan       41
   47       47765       1040        1      qual       60
   47       47765       1040        1      quan       50
   47       47765       1041        0      qual       64
   47       47765       1041        0      quan       28
   47       47765       1042        1      qual       30
   47       47765       1042        1      quan       53
   47       47765       1043        1      qual       39
   47       47765       1043        1      quan       36
   47       47765       1044        1      qual       41
   47       47765       1044        1      quan       47
   47       47765       1046        1      qual       48
   47       47765       1046        1      quan       46
   47       47765       1047        1      qual       53
   47       47765       1047        1      quan       39
   47       47765       1048        1      qual       44
   47       47765       1048        1      quan       40
   47       47765       1050        1      qual       40
   47       47765       1050        1      quan       44
   47       47766       1051        1      qual       37
   47       47766       1051        1      quan       33
   47       47766       1052        0      qual       40
   47       47766       1052        0      quan       29
   47       47766       1055        1      qual       42
   47       47766       1055        1      quan       49
   47       47766       1056        1      qual       43
   47       47766       1056        1      quan       39
   47       47766       1057        0      qual       40
   47       47766       1057        0      quan       33
   47       47766       1058        0      qual       34
   47       47766       1058        0      quan       35
   47       47766       1059        1      qual       36
   47       47766       1059        1      quan       32
   47       47766       1060        1      qual       38
   47       47766       1060        1      quan       35
   47       47766       1061        1      qual       18
   47       47766       1061        1      quan       36
   47       47766       1063        0      qual       42
   47       47766       1063        0      quan       29
   47       47766       1064        1      qual       51
   47       47766       1064        1      quan       54
   47       47766       1065        1      qual       50
   47       47766       1065        1      quan       41
   47       47766       1066        1      qual       49
   47       47766       1066        1      quan       22
   47       47766       1067        1      qual       23
   47       47766       1067        1      quan       22
   47       47766       1068        1      qual       16
   47       47766       1068        1      quan       32
   47       47766       1069        1      qual       38
   47       47766       1069        1      quan       29
   47       47766       1070        1      qual       33
   47       47766       1070        1      quan       56
   47       47766       1071        1      qual       42
   47       47766       1071        1      quan       41
   48       48764       1072        1      qual       28
   48       48764       1072        1      quan       46
   48       48764       1073        1      qual       71
   48       48764       1073        1      quan       23
   48       48764       1074        1      qual       46
   48       48764       1074        1      quan       17
   48       48764       1075        1      qual       63
   48       48764       1075        1      quan       46
   48       48764       1076        1      qual       52
   48       48764       1076        1      quan       50
   48       48764       1077        1      qual       70
   48       48764       1077        1      quan       36
   48       48764       1078        1      qual       38
   48       48764       1078        1      quan       41
   48       48764       1079        1      qual       31
   48       48764       1079        1      quan       30
   48       48764       1080        1      qual       51
   48       48764       1080        1      quan       43
   48       48764       1081        0      qual       40
   48       48764       1081        0      quan       28
   48       48764       1082        1      qual       37
   48       48764       1082        1      quan       32
   48       48764       1083        1      qual       69
   48       48764       1083        1      quan       44
   48       48764       1085        1      qual       56
   48       48764       1085        1      quan       35
   48       48764       1086        1      qual       38
   48       48764       1086        1      quan       52
   48       48764       1087        1      qual       34
   48       48764       1087        1      quan       46
   48       48764       1089        0      qual       39
   48       48764       1089        0      quan       37
   48       48764       1090        1      qual       36
   48       48764       1090        1      quan       47
   48       48764       1091        1      qual       52
   48       48764       1091        1      quan       48
   48       48764       1092        1      qual       54
   48       48764       1092        1      quan       25
   48       48764       1093        0      qual       32
   48       48764       1093        0      quan       47
   48       48764       1094        1      qual       71
   48       48764       1094        1      quan       20
   48       48765       1096        1      qual       22
   48       48765       1096        1      quan       30
   48       48765       1097        1      qual       30
   48       48765       1097        1      quan       21
   48       48765       1098        1      qual       60
   48       48765       1098        1      quan       45
   48       48765       1099        1      qual       36
   48       48765       1099        1      quan       32
   48       48765       1100        1      qual       24
   48       48765       1100        1      quan       44
   48       48765       1101        1      qual       34
   48       48765       1101        1      quan       34
   48       48765       1103        1      qual       40
   48       48765       1103        1      quan       37
   48       48765       1104        1      qual       22
   48       48765       1104        1      quan       31
   48       48765       1105        1      qual       38
   48       48765       1105        1      quan       32
   48       48765       1106        1      qual       58
   48       48765       1106        1      quan       26
   48       48765       1107        1      qual       55
   48       48765       1107        1      quan       34
   48       48765       1108        1      qual       44
   48       48765       1108        1      quan       30
   48       48765       1109        1      qual       61
   48       48765       1109        1      quan       41
   48       48765       1110        1      qual       54
   48       48765       1110        1      quan       42
   48       48765       1111        1      qual       44
   48       48765       1111        1      quan       39
   48       48765       1112        1      qual       19
   48       48765       1112        1      quan       39
   48       48765       1114        1      qual       69
   48       48765       1114        1      quan       47
   48       48765       1115        1      qual       56
   48       48765       1115        1      quan       21
   48       48765       1116        0      qual       22
   48       48765       1116        0      quan       26
   48       48765       1117        1      qual       32
   48       48765       1117        1      quan       48
   48       48765       1118        1      qual       40
   48       48765       1118        1      quan       24
   48       48765       1119        1      qual       36
   48       48765       1119        1      quan       43
   48       48766       1120        1      qual       40
   48       48766       1120        1      quan       26
   48       48766       1121        1      qual       32
   48       48766       1121        1      quan       45
   48       48766       1122        0      qual       35
   48       48766       1122        0      quan       29
   48       48766       1123        1      qual       35
   48       48766       1123        1      quan       33
   48       48766       1124        1      qual       57
   48       48766       1124        1      quan       50
   48       48766       1125        1      qual       51
   48       48766       1125        1      quan       39
   48       48766       1126        1      qual       37
   48       48766       1126        1      quan       26
   48       48766       1127        1      qual       46
   48       48766       1127        1      quan       52
   48       48766       1128        1      qual       23
   48       48766       1128        1      quan       17
   48       48766       1129        1      qual       37
   48       48766       1129        1      quan       39
   48       48766       1130        1      qual       44
   48       48766       1130        1      quan       28
   48       48766       1131        1      qual       22
   48       48766       1131        1      quan       15
   48       48766       1132        1      qual       48
   48       48766       1132        1      quan       31
   48       48766       1133        1      qual       36
   48       48766       1133        1      quan       40
   48       48766       1134        1      qual       46
   48       48766       1134        1      quan       44
   48       48766       1135        1      qual       43
   48       48766       1135        1      quan       26
   48       48766       1136        1      qual       54
   48       48766       1136        1      quan       43
   48       48766       1137        1      qual       37
   48       48766       1137        1      quan       34
   48       48766       1138        0      qual       37
   48       48766       1138        0      quan       42
   48       48766       1139        1      qual       46
   48       48766       1139        1      quan       25
   48       48766       1141        1      qual       36
   48       48766       1141        1      quan       37
   48       48766       1142        1      qual       44
   48       48766       1142        1      quan       34
   48       48766       1143        1      qual       55
   48       48766       1143        1      quan       34
   48       48766       1144        1      qual       60
   48       48766       1144        1      quan       41
   48       48766       1145        1      qual       41
   48       48766       1145        1      quan       30
   48       48766       1146        1      qual       34
   48       48766       1146        1      quan       46
   48       48766       1147        1      qual       40
   48       48766       1147        1      quan       42
   48       48766       1148        1      qual       40
   48       48766       1148        1      quan       33
   48       48766       1149        0      qual       42
   48       48766       1149        0      quan       28
   48       48766       1150        1      qual       58
   48       48766       1150        1      quan       30
   48       48766       1151        1      qual       40
   48       48766       1151        1      quan       31
   48       48766       1152        1      qual       13
   48       48766       1152        1      quan       33
   48       48766       1153        0      qual       39
   48       48766       1153        0      quan       25
   48       48766       1154        1      qual       32
   48       48766       1154        1      quan       35
   48       48766       1155        1      qual       54
   48       48766       1155        1      quan       11
   48       48766       1157        0      qual        6
   48       48766       1157        0      quan       38
   48       48766       1159        1      qual       32
   48       48766       1159        1      quan       38
   48       48766       1161        1      qual       45
   48       48766       1161        1      quan       14
   48       48766       1162        0      qual       28
   48       48766       1162        0      quan       30
   48       48766       1163        1      qual       34
   48       48766       1163        1      quan       41
   48       48766       1164        1      qual       53
   48       48766       1164        1      quan       36
   50       50664       1165        1      qual       23
   50       50664       1165        1      quan       26
   50       50664       1166        1      qual       24
   50       50664       1166        1      quan       22
   50       50664       1168        1      qual       22
   50       50664       1168        1      quan       16
   50       50664       1169        1      qual       36
   50       50664       1169        1      quan       25
   50       50664       1171        1      qual       40
   50       50664       1171        1      quan       15
   50       50664       1172        1      qual       47
   50       50664       1172        1      quan       27
   50       50664       1173        1      qual       58
   50       50664       1173        1      quan       34
   50       50664       1174        1      qual       45
   50       50664       1174        1      quan       33
   50       50664       1175        0      qual       38
   50       50664       1175        0      quan       20
   50       50664       1176        1      qual       58
   50       50664       1176        1      quan       26
   50       50664       1177        1      qual       57
   50       50664       1177        1      quan       49
   50       50664       1178        0      qual       56
   50       50664       1178        0      quan       45
   50       50664       1179        1      qual       41
   50       50664       1179        1      quan       39
   50       50664       1180        0      qual       30
   50       50664       1180        0      quan       10
   50       50664       1182        1      qual       32
   50       50664       1182        1      quan       30
   50       50664       1183        1      qual       38
   50       50664       1183        1      quan       43
   50       50664       1184        0      qual       50
   50       50664       1184        0      quan       14
   50       50664       1185        1      qual       60
   50       50664       1185        1      quan       42
   50       50664       1186        1      qual       22
   50       50664       1186        1      quan       21
   50       50664       1187        1      qual       34
   50       50664       1187        1      quan       36
   50       50664       1188        1      qual       36
   50       50664       1188        1      quan       53
   50       50665       1190        0      qual       29
   50       50665       1190        0      quan       29
   50       50665       1191        0      qual       26
   50       50665       1191        0      quan       23
   50       50665       1192        0      qual       30
   50       50665       1192        0      quan       21
   50       50665       1193        0      qual       26
   50       50665       1193        0      quan       41
   50       50665       1194        1      qual       51
   50       50665       1194        1      quan       54
   50       50665       1195        1      qual       37
   50       50665       1195        1      quan       31
   50       50665       1196        1      qual       37
   50       50665       1196        1      quan       39
   50       50665       1197        1      qual       53
   50       50665       1197        1      quan       40
   50       50665       1198        1      qual       38
   50       50665       1198        1      quan       24
   50       50665       1199        1      qual       34
   50       50665       1199        1      quan       24
   50       50665       1200        1      qual       45
   50       50665       1200        1      quan       35
   50       50665       1201        1      qual       34
   50       50665       1201        1      quan       34
   50       50665       1202        1      qual       36
   50       50665       1202        1      quan       10
   50       50665       1203        0      qual       37
   50       50665       1203        0      quan       23
   50       50665       1204        1      qual       22
   50       50665       1204        1      quan       38
   50       50665       1205        1      qual       23
   50       50665       1205        1      quan       37
   50       50665       1206        0      qual       46
   50       50665       1206        0      quan       21
   50       50665       1207        1      qual       44
   50       50665       1207        1      quan       13
   50       50665       1209        1      qual       36
   50       50665       1209        1      quan       21
   50       50665       1210        1      qual       30
   50       50665       1210        1      quan       28
   50       50665       1211        1      qual       36
   50       50665       1211        1      quan       48
   50       50665       1213        1      qual       32
   50       50665       1213        1      quan       23
   50       50665       1214        0      qual       28
   50       50665       1214        0      quan       43
   50       50665       1215        1      qual       32
   50       50665       1215        1      quan       56
   50       50665       1217        0      qual       25
   50       50665       1217        0      quan       30
   50       50665       1218        1      qual       48
   50       50665       1218        1      quan       31
   50       50665       1219        1      qual       51
   50       50665       1219        1      quan       39
   50       50665       1220        1      qual       54
   50       50665       1220        1      quan       31
   50       50665       1222        1      qual       29
   50       50665       1222        1      quan       45
   50       50665       1223        1      qual       30
   50       50665       1223        1      quan       36
   50       50665       1224        0      qual       48
   50       50665       1224        0      quan       36
   50       50665       1225        1      qual       56
   50       50665       1225        1      quan       43
   50       50665       1227        1      qual       40
   50       50665       1227        1      quan       51
   50       50665       1228        1      qual       51
   50       50665       1228        1      quan       28
   50       50665       1229        1      qual       30
   50       50665       1229        1      quan       38
   50       50665       1230        0      qual       23
   50       50665       1230        0      quan       40
   50       50665       1231        0      qual       44
   50       50665       1231        0      quan       28
   50       50665       1233        1      qual       36
   50       50665       1233        1      quan       44
   50       50665       1234        1      qual       26
   50       50665       1234        1      quan       20
   50       50665       1235        1      qual       48
   50       50665       1235        1      quan       38
   50       50665       1236        1      qual       32
   50       50665       1236        1      quan       33
   50       50665       1238        1      qual       46
   50       50665       1238        1      quan       41
   50       50665       1239        0      qual       40
   50       50665       1239        0      quan       27
   50       50666       1240        1      qual       37
   50       50666       1240        1      quan       29
   50       50666       1242        1      qual       55
   50       50666       1242        1      quan       34
   50       50666       1243        0      qual       33
   50       50666       1243        0      quan       24
   50       50666       1244        1      qual       38
   50       50666       1244        1      quan       42
   50       50666       1245        0      qual       60
   50       50666       1245        0      quan       52
   50       50666       1246        1      qual       38
   50       50666       1246        1      quan       30
   50       50666       1247        1      qual       49
   50       50666       1247        1      quan       41
   50       50666       1249        1      qual       44
   50       50666       1249        1      quan       32
   50       50666       1251        1      qual       38
   50       50666       1251        1      quan       57
   50       50666       1252        1      qual       27
   50       50666       1252        1      quan       37
   50       50666       1253        0      qual       23
   50       50666       1253        0      quan       32
   50       50666       1254        1      qual       33
   50       50666       1254        1      quan       32
   50       50666       1255        1      qual       38
   50       50666       1255        1      quan       33
   50       50666       1256        1      qual       44
   50       50666       1256        1      quan       48
   50       50666       1257        1      qual       36
   50       50666       1257        1      quan       29
   50       50666       1259        1      qual       39
   50       50666       1259        1      quan       50
   50       50666       1260        1      qual       34
   50       50666       1260        1      quan       38
 
