            school  class     SC    TV   PTHK    y
             507    507105     0     1     1     2
             507    507105     0     1     4     2
             507    507105     0     1     2     3
             507    507105     0     1     1     2
             507    507105     0     1     1     0
             507    507105     0     1     5     0
             507    507105     0     1     4     2
             507    507105     0     1     2     5
             507    507105     0     1     1     1
             507    507105     0     1     3     0
             507    507105     0     1     5     2
             507    507105     0     1     3     4
             507    507105     0     1     1     4
             507    507105     0     1     2     1
             507    507105     0     1     1     2
             507    507105     0     1     2     2
             507    507105     0     1     3     1
             507    507105     0     1     1     1
             507    507105     0     1     4     2
             507    507106     0     1     2     1
             507    507106     0     1     4     3
             507    507106     0     1     1     2
             507    507106     0     1     2     1
             507    507107     0     1     2     3
             507    507107     0     1     1     0
             507    507107     0     1     2     1
             507    507107     0     1     1     3
             507    507107     0     1     1     2
             507    507107     0     1     3     4
             507    507107     0     1     1     2
             508    508101     0     1     1     3
             508    508101     0     1     4     3
             508    508101     0     1     1     2
             508    508101     0     1     5     5
             508    508101     0     1     1     4
             508    508101     0     1     3     3
             508    508101     0     1     3     2
             508    508101     0     1     3     3
             508    508101     0     1     0     1
             508    508101     0     1     1     0
             508    508101     0     1     1     2
             508    508101     0     1     4     3
             508    508101     0     1     3     2
             508    508101     0     1     2     2
             508    508101     0     1     2     3
             508    508101     0     1     3     3
             508    508101     0     1     4     4
             508    508101     0     1     4     3
             508    508101     0     1     3     3
             508    508101     0     1     3     4
             508    508101     0     1     3     7
             508    508101     0     1     3     2
             508    508102     0     1     3     4
             508    508102     0     1     1     2
             508    508102     0     1     5     4
             508    508102     0     1     2     3
             508    508102     0     1     4     1
             508    508102     0     1     2     4
             508    508102     0     1     2     3
             508    508102     0     1     4     4
             508    508102     0     1     5     7
             508    508102     0     1     3     4
             508    508102     0     1     4     3
             508    508102     0     1     3     3
             508    508102     0     1     2     3
             508    508102     0     1     2     5
             508    508102     0     1     2     2
             508    508102     0     1     3     3
             508    508102     0     1     1     1
             508    508102     0     1     1     3
             508    508103     0     1     4     5
             508    508103     0     1     3     3
             508    508103     0     1     1     2
             508    508103     0     1     3     3
             508    508103     0     1     3     6
             508    508103     0     1     5     6
             508    508103     0     1     2     4
             508    508103     0     1     4     3
             508    508103     0     1     4     5
             508    508103     0     1     3     2
             508    508103     0     1     3     1
             508    508103     0     1     3     1
             508    508103     0     1     5     3
             508    508103     0     1     3     4
             508    508103     0     1     3     2
             508    508103     0     1     2     3
             508    508103     0     1     1     1
             508    508103     0     1     4     2
             508    508103     0     1     2     4
             508    508103     0     1     2     1
             508    508103     0     1     3     4
             508    508103     0     1     1     1
             508    508103     0     1     2     2
             508    508104     0     1     2     0
             508    508104     0     1     2     3
             508    508104     0     1     2     4
             508    508104     0     1     2     4
             508    508104     0     1     1     2
             508    508104     0     1     4     5
             508    508104     0     1     1     2
             508    508104     0     1     4     5
             508    508104     0     1     4     5
             508    508104     0     1     4     5
             508    508104     0     1     3     3
             508    508104     0     1     4     2
             508    508104     0     1     0     2
             508    508104     0     1     4     4
             508    508104     0     1     2     5
             508    508104     0     1     4     2
             508    508104     0     1     3     6
             508    508104     0     1     3     2
             508    508104     0     1     2     2
             509    509101     1     0     2     3
             509    509101     1     0     0     1
             509    509101     1     0     2     2
             509    509101     1     0     1     5
             509    509101     1     0     3     2
             509    509101     1     0     4     2
             509    509101     1     0     3     4
             509    509101     1     0     2     3
             509    509101     1     0     2     3
             509    509101     1     0     2     2
             509    509101     1     0     1     3
             509    509101     1     0     0     3
             509    509101     1     0     1     2
             509    509101     1     0     2     3
             509    509102     1     0     1     4
             509    509102     1     0     0     3
             509    509102     1     0     0     1
             509    509102     1     0     4     5
             509    509102     1     0     5     5
             509    509103     1     0     1     3
             509    509103     1     0     2     0
             509    509103     1     0     2     2
             509    509103     1     0     1     1
             509    509103     1     0     1     2
             509    509103     1     0     0     2
             509    509103     1     0     3     2
             509    509103     1     0     0     1
             509    509103     1     0     1     1
             509    509103     1     0     4     0
             509    509103     1     0     0     4
             509    509103     1     0     2     1
             509    509103     1     0     2     3
             509    509103     1     0     2     1
             509    509104     1     0     2     3
             509    509104     1     0     0     5
             509    509104     1     0     2     2
             509    509104     1     0     2     4
             509    509104     1     0     3     4
             509    509104     1     0     1     3
             509    509104     1     0     2     3
             509    509104     1     0     1     3
             509    509104     1     0     1     3
             509    509104     1     0     0     3
             509    509104     1     0     2     2
             509    509104     1     0     3     3
             509    509104     1     0     3     4
             509    509104     1     0     4     3
             509    509104     1     0     2     0
             509    509104     1     0     2     3
             509    509104     1     0     2     4
             509    509104     1     0     0     3
             509    509104     1     0     4     4
             509    509104     1     0     1     3
             509    509104     1     0     3     4
             509    509104     1     0     2     3
             509    509104     1     0     2     2
             509    509104     1     0     0     1
             509    509104     1     0     0     1
             509    509104     1     0     3     5
             509    509104     1     0     1     3
             509    509104     1     0     2     3
             509    509105     1     0     1     4
             509    509105     1     0     2     3
             509    509105     1     0     1     1
             509    509105     1     0     2     1
             509    509105     1     0     2     1
             509    509105     1     0     1     3
             509    509105     1     0     2     3
             509    509105     1     0     2     3
             509    509105     1     0     0     2
             509    509105     1     0     3     5
             509    509105     1     0     2     4
             509    509105     1     0     2     2
             509    509105     1     0     2     2
             509    509105     1     0     0     1
             509    509105     1     0     1     4
             509    509106     1     0     2     1
             509    509106     1     0     4     5
             509    509106     1     0     1     3
             509    509106     1     0     2     2
             509    509106     1     0     3     2
             509    509106     1     0     2     2
             509    509106     1     0     5     6
             509    509106     1     0     2     3
             509    509106     1     0     2     4
             509    509106     1     0     3     3
             509    509106     1     0     0     2
             509    509106     1     0     1     3
             509    509106     1     0     1     3
             509    509106     1     0     1     4
             509    509106     1     0     1     4
             509    509107     1     0     3     3
             509    509107     1     0     5     3
             509    509107     1     0     3     5
             509    509107     1     0     1     4
             509    509107     1     0     1     2
             509    509107     1     0     2     3
             509    509107     1     0     4     3
             509    509107     1     0     1     2
             509    509107     1     0     0     1
             509    509107     1     0     1     2
             509    509107     1     0     1     4
             509    509108     1     0     0     2
             509    509108     1     0     2     2
             509    509108     1     0     2     1
             509    509108     1     0     1     5
             509    509108     1     0     2     2
             509    509108     1     0     3     3
             509    509108     1     0     2     2
             509    509108     1     0     1     3
             509    509108     1     0     1     1
             509    509108     1     0     1     2
             509    509108     1     0     2     6
             509    509108     1     0     1     1
             510    510101     1     0     3     2
             510    510101     1     0     1     2
             510    510101     1     0     2     2
             510    510101     1     0     2     1
             510    510101     1     0     4     2
             510    510101     1     0     3     2
             510    510101     1     0     2     5
             510    510101     1     0     1     1
             510    510101     1     0     1     2
             510    510101     1     0     2     4
             510    510101     1     0     1     6
             510    510102     1     0     2     5
             510    510102     1     0     1     2
             510    510102     1     0     2     2
             510    510102     1     0     4     4
             510    510102     1     0     3     1
             510    510102     1     0     3     4
             510    510102     1     0     2     0
             510    510102     1     0     4     4
             510    510102     1     0     3     4
             510    510102     1     0     1     5
             510    510102     1     0     3     4
             510    510103     1     0     3     4
             510    510103     1     0     3     5
             510    510103     1     0     0     3
             510    510103     1     0     3     4
             510    510103     1     0     4     5
             510    510103     1     0     1     0
             510    510103     1     0     1     1
             510    510103     1     0     3     5
             510    510103     1     0     2     3
             510    510103     1     0     1     2
             510    510103     1     0     3     2
             510    510103     1     0     0     1
             510    510103     1     0     3     1
             510    510103     1     0     1     1
             510    510103     1     0     1     1
             510    510104     1     0     0     1
             510    510104     1     0     3     3
             510    510104     1     0     3     5
             510    510104     1     0     1     4
             510    510104     1     0     2     4
             510    510104     1     0     3     0
             510    510104     1     0     0     2
             510    510104     1     0     2     2
             510    510104     1     0     1     1
             510    510104     1     0     4     4
             510    510104     1     0     3     1
             510    510104     1     0     3     3
             510    510104     1     0     3     1
             510    510104     1     0     5     4
             510    510104     1     0     2     3
             510    510104     1     0     2     6
             510    510104     1     0     3     3
             510    510105     1     0     3     2
             510    510105     1     0     2     2
             510    510105     1     0     1     4
             510    510105     1     0     2     3
             510    510105     1     0     2     3
             510    510105     1     0     0     4
             510    510105     1     0     2     2
             510    510105     1     0     2     6
             510    510105     1     0     2     6
             510    510105     1     0     2     5
             510    510105     1     0     2     2
             510    510105     1     0     1     2
             510    510105     1     0     4     5
             510    510105     1     0     5     6
             510    510105     1     0     2     1
             510    510105     1     0     3     3
             510    510105     1     0     2     2
             510    510105     1     0     2     4
             510    510105     1     0     2     0
             510    510105     1     0     1     4
             510    510105     1     0     5     5
             510    510105     1     0     4     4
             510    510105     1     0     3     4
             510    510105     1     0     2     4
             510    510106     1     0     2     4
             510    510106     1     0     1     1
             510    510106     1     0     4     4
             510    510106     1     0     3     3
             510    510106     1     0     2     3
             510    510106     1     0     2     3
             510    510106     1     0     2     3
             510    510106     1     0     3     5
             510    510106     1     0     1     2
             510    510106     1     0     2     3
             510    510106     1     0     5     6
             510    510106     1     0     1     3
             510    510106     1     0     4     5
             510    510106     1     0     4     4
             510    510106     1     0     4     3
             510    510106     1     0     2     2
             510    510106     1     0     0     3
             510    510106     1     0     2     3
             510    510106     1     0     2     4
             510    510106     1     0     3     1
             510    510107     1     0     2     4
             510    510107     1     0     1     1
             510    510107     1     0     5     6
             510    510107     1     0     2     3
             510    510107     1     0     3     3
             510    510107     1     0     1     5
             510    510107     1     0     3     1
             510    510107     1     0     0     1
             510    510107     1     0     1     4
             510    510107     1     0     1     4
             510    510107     1     0     1     1
             510    510107     1     0     4     4
             510    510107     1     0     1     4
             510    510107     1     0     3     4
             510    510107     1     0     1     6
             513    513101     0     0     1     2
             513    513101     0     0     1     0
             513    513101     0     0     3     4
             513    513101     0     0     2     1
             513    513101     0     0     3     3
             513    513101     0     0     1     2
             513    513102     0     0     3     1
             513    513102     0     0     4     2
             513    513102     0     0     3     1
             513    513102     0     0     1     3
             513    513102     0     0     1     2
             513    513102     0     0     3     2
             513    513102     0     0     3     1
             513    513102     0     0     0     1
             513    513103     0     0     3     3
             513    513103     0     0     1     2
             513    513103     0     0     1     2
             513    513103     0     0     1     2
             513    513103     0     0     0     2
             513    513103     0     0     1     2
             513    513103     0     0     1     1
             513    513103     0     0     1     1
             513    513103     0     0     4     1
             513    513103     0     0     1     4
             513    513103     0     0     3     2
             513    513103     0     0     3     2
             513    513103     0     0     3     2
             513    513103     0     0     2     0
             513    513104     0     0     1     2
             513    513104     0     0     2     2
             513    513104     0     0     0     1
             513    513104     0     0     3     3
             513    513104     0     0     3     3
             514    514101     1     1     3     3
             514    514101     1     1     3     3
             514    514101     1     1     1     4
             514    514101     1     1     2     3
             514    514101     1     1     2     3
             514    514101     1     1     1     4
             514    514101     1     1     3     2
             514    514101     1     1     2     3
             514    514101     1     1     2     4
             514    514101     1     1     1     2
             514    514101     1     1     3     2
             514    514102     1     1     1     1
             514    514102     1     1     2     1
             514    514102     1     1     1     5
             514    514102     1     1     1     2
             514    514102     1     1     2     3
             514    514102     1     1     2     3
             514    514102     1     1     1     4
             514    514102     1     1     1     2
             514    514102     1     1     2     4
             514    514103     1     1     1     3
             514    514103     1     1     2     3
             514    514103     1     1     2     4
             514    514103     1     1     3     4
             514    514103     1     1     0     4
             514    514103     1     1     1     2
             514    514103     1     1     0     0
             514    514103     1     1     1     3
             514    514103     1     1     3     2
             514    514103     1     1     2     3
             514    514103     1     1     3     1
             514    514103     1     1     1     2
             514    514103     1     1     3     1
             514    514103     1     1     1     3
             514    514103     1     1     1     2
             514    514103     1     1     3     3
             514    514103     1     1     0     1
             514    514104     1     1     2     3
             514    514104     1     1     2     0
             514    514104     1     1     3     3
             514    514104     1     1     3     2
             514    514104     1     1     3     3
             514    514104     1     1     2     1
             514    514104     1     1     1     1
             514    514104     1     1     0     2
             514    514104     1     1     1     2
             514    514104     1     1     3     3
             514    514104     1     1     1     5
             514    514104     1     1     0     2
             514    514104     1     1     1     3
             514    514104     1     1     4     7
             514    514105     1     1     0     3
             514    514105     1     1     0     2
             514    514105     1     1     4     6
             514    514105     1     1     3     5
             514    514105     1     1     2     4
             514    514105     1     1     1     4
             514    514105     1     1     4     3
             514    514105     1     1     2     4
             514    514105     1     1     2     2
             514    514105     1     1     1     4
             514    514105     1     1     1     4
             514    514106     1     1     2     1
             514    514106     1     1     0     1
             514    514106     1     1     1     4
             514    514106     1     1     1     3
             514    514106     1     1     4     4
             514    514106     1     1     1     3
             514    514106     1     1     0     3
             514    514106     1     1     0     6
             514    514106     1     1     3     2
             514    514106     1     1     1     3
             514    514106     1     1     1     1
             514    514106     1     1     3     6
             514    514106     1     1     2     3
             514    514106     1     1     1     3
             514    514106     1     1     1     1
             514    514106     1     1     3     2
             514    514106     1     1     4     4
             514    514107     1     1     1     4
             514    514107     1     1     3     3
             514    514107     1     1     2     4
             514    514107     1     1     2     2
             514    514107     1     1     1     3
             514    514107     1     1     3     5
             514    514107     1     1     1     3
             514    514107     1     1     1     4
             514    514107     1     1     3     3
             514    514107     1     1     1     2
             514    514107     1     1     4     2
             514    514107     1     1     4     2
             514    514107     1     1     6     5
             514    514107     1     1     4     2
             514    514107     1     1     4     4
             515    515101     0     0     4     2
             515    515101     0     0     1     2
             515    515101     0     0     1     1
             515    515101     0     0     2     4
             515    515101     0     0     3     3
             515    515101     0     0     2     3
             515    515102     0     0     2     1
             515    515102     0     0     1     2
             515    515102     0     0     1     2
             515    515102     0     0     1     2
             515    515102     0     0     2     2
             515    515102     0     0     1     1
             515    515102     0     0     2     2
             515    515103     0     0     3     3
             515    515103     0     0     4     3
             515    515103     0     0     1     2
             515    515103     0     0     1     0
             515    515103     0     0     1     1
             515    515103     0     0     3     5
             515    515103     0     0     3     3
             515    515103     0     0     2     2
             515    515103     0     0     1     2
             515    515103     0     0     0     4
             515    515103     0     0     2     0
             515    515103     0     0     3     0
             515    515103     0     0     2     3
             515    515103     0     0     1     1
             515    515104     0     0     3     4
             515    515104     0     0     1     1
             515    515104     0     0     4     2
             515    515104     0     0     1     0
             515    515104     0     0     4     3
             515    515104     0     0     2     4
             515    515104     0     0     1     4
             515    515104     0     0     3     4
             515    515104     0     0     2     1
             515    515104     0     0     4     1
             515    515105     0     0     4     5
             515    515105     0     0     2     2
             515    515105     0     0     3     3
             515    515105     0     0     2     3
             515    515105     0     0     2     4
             515    515105     0     0     2     1
             515    515105     0     0     3     1
             515    515105     0     0     2     3
             515    515105     0     0     1     2
             515    515105     0     0     2     2
             515    515105     0     0     2     2
             515    515105     0     0     1     3
             515    515105     0     0     1     4
             515    515105     0     0     1     3
             515    515106     0     0     1     3
             515    515106     0     0     4     4
             515    515106     0     0     3     1
             515    515106     0     0     1     2
             515    515106     0     0     4     2
             515    515106     0     0     3     3
             515    515106     0     0     3     2
             515    515106     0     0     2     3
             515    515106     0     0     3     3
             515    515106     0     0     3     3
             515    515106     0     0     4     4
             515    515106     0     0     3     3
             515    515106     0     0     4     2
             515    515106     0     0     2     1
             515    515106     0     0     1     2
             515    515106     0     0     3     2
             515    515106     0     0     1     0
             515    515106     0     0     1     3
             515    515107     0     0     1     2
             515    515107     0     0     3     1
             515    515107     0     0     3     3
             515    515107     0     0     2     3
             515    515108     0     0     4     4
             515    515108     0     0     1     1
             515    515108     0     0     3     1
             515    515108     0     0     1     1
             515    515108     0     0     4     3
             515    515108     0     0     5     2
             515    515108     0     0     2     2
             515    515108     0     0     1     2
             515    515108     0     0     1     1
             515    515109     0     0     4     4
             515    515109     0     0     1     2
             515    515109     0     0     3     3
             515    515109     0     0     3     2
             515    515109     0     0     4     1
             515    515109     0     0     2     2
             515    515109     0     0     0     1
             515    515110     0     0     4     4
             515    515110     0     0     1     2
             515    515110     0     0     3     1
             515    515110     0     0     2     3
             515    515110     0     0     2     2
             515    515110     0     0     2     1
             515    515110     0     0     3     1
             515    515110     0     0     1     1
             515    515110     0     0     1     3
             515    515110     0     0     1     1
             515    515110     0     0     1     1
             515    515110     0     0     2     2
             515    515111     0     0     2     2
             515    515111     0     0     1     2
             515    515111     0     0     2     2
             515    515111     0     0     2     2
             515    515111     0     0     0     4
             515    515111     0     0     3     4
             515    515111     0     0     3     4
             515    515111     0     0     2     3
             515    515111     0     0     4     5
             515    515111     0     0     3     2
             515    515111     0     0     3     5
             515    515111     0     0     2     3
             515    515111     0     0     2     4
             515    515111     0     0     0     2
             515    515111     0     0     3     4
             515    515112     0     0     2     3
             515    515112     0     0     1     1
             515    515112     0     0     1     2
             515    515112     0     0     3     3
             515    515112     0     0     2     2
             515    515112     0     0     3     3
             515    515112     0     0     2     4
             515    515112     0     0     2     2
             515    515112     0     0     2     3
             515    515112     0     0     2     1
             515    515112     0     0     3     4
             515    515113     0     0     0     0
             515    515113     0     0     3     2
             515    515113     0     0     3     2
             515    515113     0     0     3     1
             515    515113     0     0     2     0
             515    515113     0     0     2     1
             515    515113     0     0     1     1
             515    515113     0     0     2     1
             515    515113     0     0     3     2
             515    515113     0     0     3     3 
